id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
3190,M,1.55,1.2375,0.4875,36.61337925,16.48523425,8.8166945,10.8011595,10.0
3191,M,1.5,1.125,0.4125,25.10348225,12.3887315,5.499803,7.37087,9.0
3192,M,1.5125,1.225,0.3875,35.833768,16.0174675,7.01650125,8.788345,10.0
3193,I,1.1,0.8125,0.3125,13.8062065,6.860579,3.01922175,3.5436875,8.0
3194,F,1.7125,1.3875,0.4375,44.04094825,17.463292,10.36174225,13.42348825,13.0
3195,M,1.6,1.25,0.4375,33.0271675,13.2959155,7.47009325,9.4970825,13.0
3196,M,1.65,1.3,0.4375,41.8722115,19.1359125,8.46232575,10.61688775,10.0
3197,F,1.7,1.325,0.4125,40.24211525,20.00057225,8.2497045,10.9145575,8.0
3198,M,1.3125,0.975,0.325,18.6256215,9.4970825,4.025629,4.7343665,8.0
3199,F,1.4875,1.1625,0.375,34.5013415,13.42348825,5.8683465,10.489315,10.0
3200,I,0.95,0.7125,0.2125,7.9095105,3.55786225,1.85689225,2.05533875,7.0
3201,M,1.6375,1.3,0.4125,38.03085425,16.62698175,8.0229085,10.0640725,9.0
3202,F,1.425,1.125,0.3125,25.86891875,10.61688775,6.27941425,10.0640725,27.0
3203,M,1.5625,1.25,0.4375,31.808139,13.99047825,7.15824875,10.56018875,11.0
3204,F,1.6125,1.2625,0.3875,33.74910975,12.99824575,6.25106475,9.4970825,10.0
3205,F,1.5375,1.1875,0.3875,31.6096925,13.721158,6.08096775,9.355335,9.0
3206,M,1.55,1.2375,0.475,33.04134225,13.0124205,5.88252125,11.29727575,17.0
3207,I,1.4375,1.125,0.35,22.92057075,10.149121,5.62737575,6.23689,8.0
3208,M,1.475,1.125,0.375,24.5790165,10.90038275,5.82582225,7.087375,11.0
3209,M,1.4,1.1,0.375,22.5378525,10.546014,5.8116475,6.9456275,9.0
3210,I,0.9,0.675,0.2125,6.08096775,2.50893075,1.31825175,1.984465,6.0
3211,F,1.525,1.1875,0.425,31.22697425,13.9196045,6.633783,8.788345,11.0
3212,I,0.875,0.65,0.225,5.06038575,1.8427175,1.0489315,2.1262125,8.0
3213,I,1.375,1.05,0.2625,18.71067,7.5693165,3.8271825,4.819415,10.0
3214,I,0.6375,0.5,0.175,2.31048425,0.97805775,0.396893,0.7087375,5.0
3215,I,1.3375,1.125,0.3375,21.829115,8.34892775,5.726599,6.0951425,9.0
3216,M,1.625,1.3125,0.425,40.61065875,19.0225145,8.391452,10.886208,11.0
3217,F,1.55,1.2,0.4375,35.0116325,15.77649675,6.690482,10.489315,13.0
3218,M,1.575,1.2625,0.475,36.230661,14.968536,6.8322295,9.07184,20.0
3219,M,1.575,1.2,0.4,39.41997975,16.612807,8.221355,9.2135875,10.0
3220,M,1.7625,1.3625,0.45,43.7999775,20.42581475,9.00096625,14.1464005,10.0
3221,F,1.6125,1.2625,0.4,36.55668025,17.84601025,7.4559185,8.788345,9.0
3222,M,1.65,1.3375,0.4625,46.67745175,25.78387025,10.07824725,12.8990225,12.0
3223,M,1.3625,1.1,0.425,23.85610425,10.149121,4.86193925,7.7961125,10.0
3224,M,1.525,1.2125,0.4875,35.4652245,12.82814875,8.66077225,10.489315,10.0
3225,F,1.375,1.2,0.4125,30.0221205,12.0485375,6.76135575,8.221355,14.0
3226,I,0.6125,0.425,0.15,1.80019325,0.850485,0.3685435,0.56699,5.0
3227,I,1.25,1.0,0.3125,17.08057375,7.087375,3.515338,4.40834725,8.0
3228,I,1.225,0.9625,0.3125,13.11164375,5.953395,2.8066005,4.1106775,9.0
3229,M,1.475,1.175,0.375,28.3778495,12.3320325,6.6054335,7.5126175,9.0
3230,I,1.2,0.8875,0.35,14.0330025,6.5487345,3.3168915,4.252425,8.0
3231,M,1.375,1.0,0.35,23.09066775,12.0485375,5.57067675,4.9611625,9.0
3232,M,0.85,0.6375,0.225,5.7549485,2.26796,1.11980525,1.5592225,11.0
3233,I,1.125,0.8375,0.275,12.757275,4.9611625,2.36718325,3.96893,7.0
3234,I,1.1375,0.8875,0.325,13.90542975,5.613201,3.175144,3.5436875,8.0
3235,M,1.525,1.2,0.375,30.71668325,13.9196045,6.81805475,7.654365,10.0
3236,F,1.9125,1.4125,0.5,47.95317925,18.41300025,10.50348975,14.21727425,12.0
3237,I,1.3125,1.025,0.35,17.7751365,6.917278,3.8838815,6.0951425,10.0
3238,I,0.95,0.6875,0.25,6.98815175,3.118445,1.48834875,2.4097075,8.0
3239,F,1.4,1.1125,0.3875,26.308336,12.57300325,5.2446575,7.5126175,9.0
3240,M,1.275,0.975,0.325,21.44639675,9.59630575,5.6699,4.53592,8.0
3241,I,1.1375,0.8875,0.3,12.190285,5.74077375,3.30271675,4.1106775,8.0
3242,M,1.45,1.1,0.375,28.576296,11.963489,6.90310325,10.0640725,14.0
3243,M,1.5,1.175,0.475,32.72949775,13.2959155,6.56290925,11.3398,20.0
3244,I,1.0125,0.7625,0.275,10.9712565,4.7910655,2.14038725,2.83495,8.0
3245,M,1.425,1.1125,0.425,24.79163775,12.88484775,6.22271525,6.3786375,10.0
3246,F,1.45,1.1125,0.3875,26.705229,11.69416875,5.556502,8.50485,11.0
3247,F,1.4625,1.1625,0.375,27.03124825,12.643877,6.10931725,6.80388,11.0
3248,M,1.425,1.1625,0.4,29.7386255,11.9918385,6.13766675,10.19164525,14.0
3249,F,1.6,1.325,0.4,37.9032815,17.4349425,9.39785925,9.4970825,9.0
3250,M,1.2625,0.975,0.3125,16.839603,6.350288,3.92640575,4.876114,9.0
3251,F,1.4625,1.1625,0.35,27.9242575,13.65028425,5.5848515,7.93786,10.0
3252,M,1.375,1.0625,0.3625,26.705229,10.6877615,4.66349275,7.2291225,10.0
3253,M,1.5,1.225,0.375,32.16250775,13.93377925,7.52679225,7.5126175,11.0
3254,I,0.95,0.7125,0.2,6.70465675,2.65067825,1.43164975,1.984465,8.0
3255,M,1.15,0.875,0.2625,13.11164375,5.953395,2.48058125,4.1106775,11.0
3256,F,1.5625,1.2,0.4,32.58775025,13.11164375,8.54737425,8.50485,10.0
3257,M,1.1875,0.875,0.3,13.8062065,5.499803,2.8066005,4.3941725,14.0
3258,I,1.3125,1.0125,0.3375,21.64484325,9.07184,4.86193925,5.5281525,10.0
3259,F,1.525,1.175,0.375,28.76056775,12.94154675,5.8683465,8.788345,9.0
3260,M,1.3125,1.0,0.3375,22.41027975,9.62465525,5.23048275,5.896696,8.0
3261,F,1.4125,1.125,0.375,28.803092,12.99824575,5.59902625,7.93786,10.0
3262,M,1.6875,1.3125,0.475,41.82968725,18.6823205,9.00096625,12.8990225,12.0
3263,I,1.1125,0.8125,0.3,10.4609655,4.649318,2.84912475,2.87747425,7.0
3264,I,0.975,0.725,0.2375,8.23552975,3.24601775,1.6726205,2.26796,6.0
3265,I,1.1,0.85,0.2625,10.44679075,4.57844425,2.26796,3.40194,10.0
3266,M,1.4125,1.0625,0.375,23.99785175,10.30504325,5.386405,6.87475375,9.0
3267,M,1.3125,1.025,0.3375,18.01610725,7.9095105,4.83358975,5.5281525,9.0
3268,F,1.4625,1.0625,0.375,26.69105425,10.5176645,5.9250455,8.0796075,9.0
3269,M,1.5375,1.175,0.3875,31.18445,14.2597985,7.10154975,8.221355,9.0
3270,I,0.9125,0.6625,0.2125,5.896696,1.871067,1.48834875,1.70097,6.0
3271,I,0.6875,0.5,0.175,2.76407625,1.247378,0.60951425,0.850485,5.0
3272,M,1.6625,1.35,0.4125,39.7743485,19.5895045,8.1363065,10.77281,11.0
3273,M,1.7625,1.375,0.5125,49.17220775,23.530085,11.60912025,15.23785625,12.0
3274,F,1.5625,1.225,0.4375,30.06464475,11.77921725,6.350288,10.0640725,16.0
3275,M,1.575,1.2125,0.45,35.62114675,16.68368075,7.01650125,10.3475675,11.0
3276,M,1.3,1.0625,0.375,26.3933845,12.870673,5.93922025,7.5126175,9.0
3277,F,1.5125,1.2125,0.4125,30.43318825,12.3887315,6.690482,9.3269855,9.0
3278,M,1.5625,1.2625,0.4,36.514156,16.68368075,8.54737425,10.0640725,9.0
3279,F,1.7375,1.3,0.475,51.7378375,21.72989175,11.226402,12.3320325,10.0
3280,I,1.1,0.825,0.225,10.432616,4.74854125,1.77184375,3.10427025,7.0
3281,F,1.4125,1.075,0.375,24.720764,12.5021295,4.12485225,6.42116175,10.0
3282,M,1.45,1.1375,0.3375,24.437269,10.3475675,5.6699,6.463686,13.0
3283,I,0.6375,0.4375,0.1375,2.608154,0.80796075,0.4819415,0.5953395,5.0
3284,I,0.4,0.275,0.05,0.226796,0.09922325,0.0850485,0.1417475,4.0
3285,I,1.0125,0.775,0.25,10.02154825,4.46504625,2.1829115,2.6365035,7.0
3286,M,1.4375,1.0875,0.4,27.8108595,12.3320325,6.16601625,7.37087,8.0
3287,F,1.3,1.025,0.375,22.38193025,9.7238785,4.5075705,6.23689,14.0
3288,F,1.6875,1.3125,0.4375,40.78075575,16.726205,9.53960675,11.1980525,15.0
3289,I,1.1,0.8625,0.275,10.27669375,4.4508715,2.25378525,3.40194,10.0
3290,I,1.1,0.875,0.3,14.69921575,6.13766675,2.3530085,3.96893,9.0
3291,I,1.3125,0.9625,0.3,18.71067,9.25611175,3.86970675,4.9611625,8.0
3292,M,1.525,1.2,0.4,36.117263,17.73261225,8.77417025,9.4970825,9.0
3293,I,0.9125,0.675,0.2375,6.30776375,2.83495,1.28990225,1.984465,6.0
3294,F,1.5375,1.2125,0.4125,35.777069,15.77649675,8.3064035,9.922325,9.0
3295,F,1.5375,1.1875,0.325,31.19862475,16.48523425,6.406987,7.7961125,14.0
3296,I,1.2125,0.9125,0.35,15.49300175,6.56290925,3.4869885,4.53592,8.0
3297,M,0.9875,0.7375,0.2375,8.278054,3.21766825,1.77184375,2.83495,9.0
3298,M,1.575,1.225,0.425,31.19862475,12.57300325,6.4920355,10.0640725,9.0
3299,F,1.5375,1.2875,0.4375,37.98833,13.79203175,7.01650125,10.0640725,13.0
3300,I,1.175,0.8875,0.2875,14.5432935,6.2085405,2.96252275,4.252425,8.0
3301,M,1.5875,1.2125,0.4,36.967748,16.726205,8.00873375,9.56795625,11.0
3302,F,1.675,1.2625,0.4,36.95357325,14.50076925,7.27164675,10.61688775,11.0
3303,I,0.9125,0.675,0.225,6.2085405,2.76407625,1.14815475,1.8427175,7.0
3304,M,1.6625,1.3125,0.425,38.20095125,16.93882625,7.66853975,11.3114505,10.0
3305,F,1.2125,0.9125,0.3125,14.5999925,5.96756975,3.84135725,4.9611625,9.0
3306,M,1.6375,1.275,0.4125,32.10580875,13.50853675,6.87475375,9.63883,12.0
3307,M,1.3125,1.0,0.2875,22.92057075,12.00601325,4.57844425,6.0951425,9.0
3308,F,1.5375,1.2,0.4125,33.1972645,15.80484625,7.27164675,9.7805775,10.0
3309,I,0.95,0.7125,0.2375,6.463686,2.96252275,1.3891255,2.1262125,7.0
3310,M,1.7125,1.3625,0.4375,49.54075125,25.38697725,10.10659675,11.7650425,11.0
3311,M,1.3875,1.0625,0.4125,24.097075,7.78193775,4.77689075,7.7961125,15.0
3312,F,1.6,1.175,0.4125,33.26813825,13.5794105,6.67630725,9.7805775,11.0
3313,I,0.925,0.725,0.25,7.24329725,3.44446425,1.91359125,2.26796,8.0
3314,M,1.6375,1.275,0.3875,39.859397,17.73261225,6.520385,11.90679,15.0
3315,M,1.15,0.8875,0.3375,13.04077,5.74077375,2.67902775,4.479221,12.0
3316,F,1.525,1.175,0.3875,31.18445,13.1825175,6.27941425,9.922325,9.0
3317,M,1.5875,1.2,0.4375,38.96638775,17.6617385,9.695529,11.1980525,10.0
3318,M,1.5375,1.1875,0.4125,31.22697425,14.4298955,5.8116475,9.63883,10.0
3319,I,0.4625,0.25,0.1125,0.7654365,0.2551455,0.15592225,0.2551455,4.0
3320,I,1.375,1.075,0.425,21.72989175,9.6104805,4.89028875,7.2291225,8.0
3321,M,1.4375,1.125,0.375,28.292801,12.0485375,4.989512,7.087375,11.0
3322,M,1.525,1.1875,0.425,31.808139,13.154168,7.257472,8.9300925,11.0
3323,F,1.1125,0.875,0.3,11.1413535,4.72019175,3.345241,3.5436875,8.0
3324,M,1.775,1.375,0.5375,51.2275465,23.17571625,9.8372765,12.6155275,11.0
3325,I,0.8875,0.6625,0.2125,6.08096775,2.721552,1.31825175,1.984465,8.0
3326,F,1.5625,1.2625,0.4375,36.55668025,16.17338975,8.43397625,11.056305,11.0
3327,I,0.8375,0.65,0.2125,5.10291,2.11203775,1.17650425,1.70097,8.0
3328,M,1.5125,1.225,0.375,31.9498865,14.7133905,7.49844275,8.0796075,11.0
3329,F,1.475,1.125,0.4,29.48348,12.48795475,6.36446275,8.0796075,9.0
3330,M,1.5375,1.2,0.425,32.16250775,13.31009025,7.711064,8.9300925,9.0
3331,I,0.7375,0.55,0.175,3.6003865,1.474174,0.75126175,0.9922325,5.0
3332,I,0.8375,0.6375,0.2375,6.27941425,2.7499015,1.3324265,1.70097,6.0
3333,F,1.5875,1.2625,0.45,37.98833,16.0174675,8.43397625,11.056305,10.0
3334,M,1.5875,1.3125,0.3875,32.41765325,10.4042665,6.56290925,11.3398,19.0
3335,I,1.2375,0.9375,0.3125,17.44911725,8.63242275,3.7137845,4.9611625,8.0
3336,M,1.4875,1.1625,0.425,31.31202275,11.94931425,6.76135575,10.9145575,13.0
3337,M,1.55,1.175,0.3875,31.62386725,14.13222575,7.6260155,8.7599955,11.0
3338,M,1.6,1.225,0.4125,35.777069,17.73261225,8.54737425,9.922325,9.0
3339,M,1.4375,1.125,0.4,24.8058125,10.262519,6.123492,7.37087,9.0
3340,F,1.675,1.3,0.5125,42.410852,16.51358375,10.39009175,10.77281,11.0
3341,F,1.6375,1.2625,0.4125,40.9083285,19.15008725,8.77417025,10.8011595,12.0
3342,F,1.5375,1.1875,0.3875,30.0221205,12.133586,6.7755305,7.7961125,13.0
3343,M,1.6375,1.275,0.425,41.4186195,17.42076775,11.226402,11.623295,10.0
3344,F,1.55,1.2125,0.425,32.44600275,14.10387625,6.9456275,10.0640725,10.0
3345,M,1.2,0.925,0.3125,18.0586315,7.7961125,3.8838815,4.3941725,9.0
3346,M,1.45,1.125,0.5125,30.03629525,13.53688625,7.15824875,8.3631025,10.0
3347,F,1.3125,1.025,0.375,21.21960075,5.6415505,4.63514325,7.087375,20.0
3348,I,1.475,1.15,0.375,28.0376555,10.546014,7.41339425,7.37087,10.0
3349,M,1.625,1.3,0.4125,35.19590425,16.4710595,8.448151,10.20582,10.0
3350,M,1.6,1.225,0.425,34.7848365,15.705623,7.1724235,9.7805775,10.0
3351,F,1.25,0.9375,0.3375,16.896302,5.953395,3.8271825,5.386405,10.0
3352,M,1.225,0.925,0.3,17.95940825,8.3064035,4.40834725,3.742134,9.0
3353,F,1.2625,0.9875,0.35,19.97222275,9.31281075,4.06815325,4.819415,8.0
3354,I,0.5,0.425,0.125,1.45999925,0.5386405,0.3685435,0.4252425,5.0
3355,F,1.5,1.1875,0.375,28.39202425,12.870673,6.23689,8.448151,10.0
3356,I,1.2125,0.9375,0.3,16.1308655,6.90310325,3.345241,4.9611625,8.0
3357,M,1.55,1.2125,0.3625,30.1355185,12.94154675,7.41339425,8.9300925,9.0
3358,F,1.4625,1.1875,0.425,31.62386725,13.33843975,7.98038425,9.922325,10.0
3359,M,1.525,1.2125,0.4125,35.777069,15.081934,6.577084,9.39785925,10.0
3360,I,1.0375,0.8125,0.25,9.45455825,4.8477645,2.324659,2.6932025,7.0
3361,F,1.6125,1.25,0.475,39.02308675,16.726205,8.164656,10.489315,10.0
3362,M,1.6125,1.2,0.4125,35.25260325,13.65028425,7.654365,11.056305,17.0
3363,M,1.45,1.075,0.375,25.27357925,12.870673,5.96756975,7.93786,9.0
3364,I,1.4375,1.1125,0.4,26.308336,11.0846545,5.783298,7.37087,10.0
3365,F,1.5375,1.1875,0.4125,29.95124675,13.08329425,7.3992195,7.654365,10.0
3366,F,1.3,1.025,0.3625,22.2543575,8.3064035,5.499803,6.6054335,15.0
3367,M,1.125,0.8875,0.3,12.71475075,5.28718175,2.56562975,4.53592,10.0
3368,M,1.675,1.3125,0.5125,47.003471,21.36134825,10.4042665,13.25339125,14.0
3369,F,1.4125,1.0875,0.375,21.36134825,9.87980075,4.40834725,6.3786375,9.0
3370,I,1.0625,0.8125,0.25,10.33339275,4.5075705,2.67902775,2.9766975,7.0
3371,F,1.375,1.125,0.3375,21.1203775,8.334753,4.989512,7.654365,15.0
3372,I,1.2,0.8875,0.2625,12.54465375,5.65572525,2.5231055,3.8271825,8.0
3373,I,0.8875,0.65,0.225,6.0951425,2.53728025,1.1623295,1.70097,6.0
3374,M,1.5875,1.3125,0.45,33.6508565,10.81533425,8.674947,10.489315,14.0
3375,M,1.25,0.95,0.3125,14.81261375,5.34388075,3.50116325,4.3941725,9.0
3376,I,0.6375,0.4625,0.175,2.31048425,1.26155275,0.5953395,0.737087,5.0
3377,F,1.15,0.875,0.3,12.530479,5.14543425,2.11203775,4.3941725,9.0
3378,M,1.325,1.0125,0.4125,20.0430965,9.31281075,4.706017,5.953395,10.0
3379,M,1.5625,1.225,0.4,30.51823675,13.9196045,6.59125875,8.221355,9.0
3380,M,1.675,1.3125,0.4375,41.48949325,19.97222275,8.68912175,11.3398,10.0
3381,I,1.275,0.95,0.3125,14.04717725,7.04485075,3.798833,4.53592,7.0
3382,I,0.9625,0.725,0.2375,7.72523875,3.2601925,1.63009625,2.4097075,7.0
3383,F,1.3125,1.0,0.35,21.87163925,9.298636,4.94698775,6.520385,10.0
3384,F,1.7125,1.3375,0.425,43.02036625,19.6462035,10.432616,11.5949455,12.0
3385,M,1.4375,1.15,0.3875,25.98231675,10.9145575,5.57067675,8.788345,18.0
3386,M,1.4875,1.2,0.4125,34.8415355,14.628342,8.391452,9.4970825,9.0
3387,M,1.5375,1.1875,0.4125,27.895908,12.82814875,6.10931725,7.767763,9.0
3388,F,1.5625,1.2125,0.4125,35.0116325,15.97494325,8.68912175,8.68912175,11.0
3389,F,1.4,1.15,0.4375,29.24250925,10.70193625,6.23689,10.6310625,16.0
3390,M,1.35,1.0375,0.4625,38.42774725,13.2392165,8.3064035,10.77281,12.0
3391,I,1.0,0.725,0.225,8.50485,3.912231,1.77184375,2.324659,7.0
3392,I,1.0375,0.8125,0.25,12.190285,5.28718175,2.9766975,3.96893,7.0
3393,M,1.1875,0.9375,0.375,21.6873675,9.2135875,4.52174525,7.2291225,9.0
3394,M,1.3875,1.075,0.325,24.84833675,11.623295,5.00368675,5.953395,9.0
3395,M,1.5,1.125,0.3875,31.808139,15.762322,4.66349275,7.72523875,11.0
3396,M,1.4,1.1,0.3125,25.51455,11.12717875,5.71242425,6.520385,8.0
3397,M,1.1625,0.9,0.3,14.69921575,6.2652395,2.721552,4.53592,10.0
3398,F,1.5625,1.2125,0.425,32.0065855,16.329312,6.56290925,8.50485,11.0
3399,F,1.6,1.275,0.4875,41.730464,17.7184375,8.6465975,12.2186345,12.0
3400,M,1.3,1.0,0.3125,23.51591025,14.16057525,4.89028875,5.2446575,9.0
3401,I,1.1875,0.875,0.275,12.60135275,5.8683465,2.721552,4.3941725,8.0
3402,I,1.3125,1.025,0.35,19.3060095,8.77417025,3.01922175,6.80388,8.0
3403,I,0.8125,0.6125,0.1875,5.23048275,2.26796,1.23320325,1.2757275,6.0
3404,M,0.9,0.6875,0.225,6.80388,2.721552,1.54504775,2.4097075,12.0
3405,M,1.375,1.0625,0.3625,23.57260925,9.34116025,5.99591925,6.7755305,9.0
3406,I,0.9875,0.825,0.225,9.7238785,4.8477645,1.31825175,2.26796,7.0
3407,I,0.775,0.5625,0.2,5.443104,2.2963095,0.850485,1.48834875,7.0
3408,M,1.6125,1.25,0.4375,37.1094955,16.54193325,8.60407325,10.886208,10.0
3409,M,1.275,0.9875,0.35,17.4916415,9.015141,3.6003865,4.9611625,8.0
3410,F,1.3875,1.0625,0.375,22.75047375,9.865626,4.37999775,6.23689,14.0
3411,M,1.4375,1.125,0.4125,30.8159065,14.13222575,6.27941425,7.427569,9.0
3412,F,1.4625,1.15,0.375,28.02348075,11.679994,5.1879585,7.7961125,9.0
3413,F,1.525,1.2125,0.425,32.034935,11.9918385,5.40057975,10.942907,20.0
3414,I,0.775,0.5625,0.2125,3.89805625,1.54504775,0.8788345,1.13398,8.0
3415,F,1.425,1.1375,0.375,29.7386255,14.7133905,6.64795775,7.93786,8.0
3416,F,1.575,1.25,0.475,40.993377,17.3215445,7.4559185,11.056305,27.0
3417,F,1.35,1.0625,0.4,24.7491135,9.2702865,5.216308,8.221355,16.0
3418,F,1.125,0.8875,0.3125,13.87708025,5.3013565,2.50893075,4.3941725,13.0
3419,M,1.4,1.125,0.4625,25.741346,11.453198,6.59125875,7.2291225,8.0
3420,F,1.625,1.25,0.5125,37.40716525,13.70698325,6.747181,11.90679,16.0
3421,F,1.525,1.1625,0.375,28.8314415,13.25339125,6.30776375,8.0796075,9.0
3422,F,1.45,1.1625,0.3,24.50814275,9.525432,6.30776375,7.654365,12.0
3423,F,1.6125,1.3125,0.475,37.23706825,14.35902175,9.0434905,11.169703,14.0
3424,M,1.5125,1.1875,0.425,39.349106,18.21455375,9.05766525,8.6465975,10.0
3425,F,1.3125,1.025,0.35,18.767369,8.80251975,4.8477645,5.6699,14.0
3426,F,1.625,1.3,0.45,45.74191825,18.63979625,11.63746975,10.3475675,13.0
3427,I,1.3,1.0,0.35,17.463292,6.44951125,4.0539785,5.5281525,11.0
3428,I,0.8875,0.7125,0.2375,6.23689,2.42388225,1.63009625,2.1262125,7.0
3429,M,1.45,1.05,0.3625,26.3933845,12.60135275,5.8116475,7.7961125,9.0
3430,F,1.4875,1.0625,0.3875,24.720764,9.468733,5.726599,5.2446575,10.0
3431,M,1.4375,1.1125,0.375,24.67823975,10.67358675,5.896696,7.2291225,10.0
3432,I,1.375,1.125,0.35,24.79163775,10.2341695,4.55009475,7.5126175,10.0
3433,M,1.5,1.1875,0.45,32.601925,14.47241975,6.22271525,8.50485,10.0
3434,M,1.4125,1.125,0.3125,24.6357155,12.3320325,4.139027,5.5281525,9.0
3435,F,1.6625,1.3125,0.475,39.745999,19.03668925,8.29222875,10.3475675,11.0
3436,M,1.425,1.125,0.375,23.00561925,8.334753,4.97533725,7.5126175,9.0
3437,I,0.875,0.6625,0.2,5.6982495,2.50893075,1.11980525,1.984465,7.0
3438,I,0.725,0.5375,0.1625,3.16096925,1.530873,0.737087,1.13398,6.0
3439,M,1.6375,1.2625,0.475,33.8776525,13.05494475,9.07184,9.7805775,11.0
3440,M,1.475,1.1625,0.4,29.1149365,13.02659525,6.123492,7.7961125,7.0
3441,I,1.5125,1.15,0.425,26.535132,9.525432,5.06038575,8.788345,13.0
3442,I,1.3,1.0625,0.3875,21.829115,8.8733935,5.71242425,6.066793,10.0
3443,M,1.6875,1.3125,0.4625,43.3463855,19.94387325,10.375917,11.623295,10.0
3444,M,1.45,1.175,0.375,28.8881405,10.2341695,5.71242425,10.0640725,19.0
3445,I,0.8375,0.65,0.2,5.03203625,2.59397925,1.48834875,1.5592225,5.0
3446,F,1.6125,1.3,0.425,41.8722115,16.782904,8.57572375,11.35397475,14.0
3447,I,0.8375,0.6625,0.1875,6.30776375,3.118445,1.4458245,1.8427175,6.0
3448,I,0.7375,0.55,0.2125,3.798833,1.871067,0.680388,1.5592225,7.0
3449,M,1.125,0.9125,0.3125,13.9196045,6.05261825,2.84912475,4.819415,9.0
3450,I,0.975,0.725,0.2375,7.087375,2.76407625,1.6159215,2.26796,8.0
3451,I,0.7875,0.575,0.175,3.6003865,1.31825175,0.8788345,1.13398,5.0
3452,M,1.125,0.8875,0.3,14.38737125,6.0951425,3.288542,3.8271825,7.0
3453,I,0.4,0.275,0.0625,0.510291,0.1417475,0.0850485,0.1417475,4.0
3454,F,1.6125,1.275,0.475,43.318036,18.83824275,10.9712565,11.4815475,11.0
3455,I,1.15,0.8625,0.275,12.99824575,5.159609,2.67902775,3.685435,9.0
3456,M,1.5625,1.2375,0.4125,35.096681,15.195332,8.391452,9.63883,11.0
3457,M,1.375,1.0125,0.375,23.00561925,11.0846545,4.1106775,5.499803,9.0
3458,I,1.45,1.125,0.3625,25.51455,11.12717875,5.216308,7.2291225,10.0
3459,M,1.6,1.25,0.4125,32.5168765,14.84096325,6.67630725,9.7805775,10.0
3460,M,1.625,1.2375,0.4125,33.43823525,13.11164375,8.1930055,10.20582,11.0
3461,F,1.55,1.275,0.4125,34.529691,15.35125425,8.50485,8.50485,11.0
3462,F,1.4625,1.125,0.4375,30.71668325,11.12717875,5.3013565,9.2135875,13.0
3463,I,1.2,0.925,0.3125,13.79203175,6.917278,2.84912475,4.876114,8.0
3464,I,0.7,0.525,0.1625,3.13261975,1.2757275,0.89300925,0.9922325,6.0
3465,F,1.525,1.15,0.3625,27.499015,12.34620725,5.54232725,7.12989925,10.0
3466,I,1.25,0.9625,0.3,17.4349425,8.43397625,3.69960975,4.706017,9.0
3467,M,1.4625,1.2875,0.4875,38.22930075,16.726205,8.0229085,11.623295,10.0
3468,I,0.9375,0.725,0.225,6.30776375,2.36718325,1.190679,1.927766,6.0
3469,M,1.4,1.0625,0.375,24.6357155,12.62970225,5.82582225,5.5281525,8.0
3470,M,1.7875,1.4,0.5375,45.472598,17.4349425,9.11436425,16.0174675,17.0
3471,M,1.65,1.3375,0.5125,42.184056,16.3009625,8.4198015,14.17475,20.0
3472,F,1.5125,1.2125,0.475,35.4652245,17.93105875,7.35669525,10.489315,12.0
3473,F,1.525,1.2,0.4125,32.034935,12.94154675,7.8528115,9.7805775,13.0
3474,M,1.575,1.225,0.3375,32.72949775,18.200379,6.973977,8.6465975,10.0
3475,F,1.25,0.9625,0.2875,16.76872925,7.47009325,3.58621175,3.78465825,9.0
3476,M,1.4625,1.0625,0.3375,21.999212,9.28446125,4.57844425,6.23689,15.0
3477,M,1.275,0.975,0.3375,18.29960225,8.29222875,3.75630875,4.9611625,10.0
3478,F,1.4,1.125,0.4125,25.911443,10.8578585,4.63514325,8.3631025,16.0
3479,F,1.6875,1.4125,0.4875,47.86813075,21.67319275,10.24834425,12.757275,11.0
3480,M,1.425,1.0625,0.3625,24.5790165,9.82310175,5.51397775,7.7961125,10.0
3481,M,1.55,1.2125,0.4375,34.60056475,15.0535845,7.3992195,9.922325,15.0
3482,F,1.35,1.075,0.3625,21.885814,8.97261675,5.20213325,6.23689,7.0
3483,M,1.4875,1.125,0.3875,27.499015,12.40290625,5.2446575,8.618248,9.0
3484,M,1.6125,1.225,0.5,41.23434775,15.77649675,8.66077225,11.3398,20.0
3485,M,1.4625,1.1875,0.425,27.99513125,12.3320325,5.556502,7.087375,10.0
3486,I,1.525,1.175,0.3875,30.06464475,13.16834275,7.6260155,8.50485,10.0
3487,F,1.3125,1.0,0.375,22.41027975,8.60407325,4.309124,6.3786375,19.0
3488,M,1.675,1.3125,0.45,44.9906565,19.66037825,9.525432,11.1980525,10.0
3489,M,1.475,1.1375,0.425,31.6096925,11.8217415,6.30776375,9.07184,16.0
3490,M,1.2125,0.975,0.3375,18.27125275,8.6465975,4.025629,5.5281525,9.0
3491,I,1.2125,0.9375,0.35,16.102516,6.76135575,3.345241,5.2446575,10.0
3492,M,1.375,1.0625,0.35,22.0275615,8.34892775,4.479221,7.7961125,8.0
3493,I,1.275,1.0,0.3625,19.447757,9.17106325,3.72795925,5.14543425,10.0
3494,I,0.5125,0.3875,0.125,1.45999925,0.5386405,0.41106775,0.396893,4.0
3495,M,1.4875,1.1875,0.3875,27.54153925,10.8011595,5.216308,9.2135875,12.0
3496,M,1.525,1.2,0.4375,33.6508565,14.6566915,8.80251975,9.355335,9.0
3497,M,1.175,0.95,0.3625,15.4504775,6.13766675,3.72795925,5.2446575,8.0
